"Step","rl_config.agent: baseline_delay - delay/slice_0_delay_violation_rate","rl_config.agent: baseline_delay - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: baseline_delay - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: sac - delay/slice_0_delay_violation_rate","rl_config.agent: sac - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: sac - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: cql - delay/slice_0_delay_violation_rate","rl_config.agent: cql - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: cql - delay/slice_0_delay_violation_rate__MAX","rl_config.agent: baseline - delay/slice_0_delay_violation_rate","rl_config.agent: baseline - delay/slice_0_delay_violation_rate__MIN","rl_config.agent: baseline - delay/slice_0_delay_violation_rate__MAX"
"0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0.3181818181818182","0","3.3333333333333335","0.3125","0","3.1730769230769234","0.2975427350427351","0","3.1730769230769234","0","0","0"
"2","1.5712801087801087","0","14.333333333333334","1.5442461949814892","0","14.583333333333334","1.779230479173918","0","15","0.1794871794871795","0","3.58974358974359"
"3","3.5261322011322016","0","20","2.686813186813187","0","20","3.217948717948718","0","20","1.3866758241758241","0","12.5"
"4","4.617433658998344","0","20.32174556213018","3.3380138380138376","0","20","3.60809364548495","0","20","2.310200372884197","0","15.384615384615385"
"5","4.807290830165325","0","21.428571428571427","4.361412380404254","0","23.846153846153847","4.903172807584573","0","24.583333333333332","4.083333333333334","0","20"
"6","7.017643053914045","0","51.09700722394221","4.090672612411743","0","25","4.8339740754601435","0","25","3.3275307423914233","0","17.352941176470587"
"7","8.566841048001335","0","62.065741276267595","3.738733985537055","0","25","4.489071508201943","0","25","3.2606837606837606","0","16.666666666666668"
"8","6.390818730067563","0","34.83599126337853","4.150022492127755","0","25","4.606227106227106","0","25","4.02014652014652","0","16.666666666666668"
"9","8.722269970858488","0","40.23415977961432","4.064439946018894","0","25","4.763450091575092","0","25","4.161387631975868","0","16.666666666666668"
"10","7.626821740189411","0","43.33639846743294","4.344990389727231","0","25","5.101628505653274","0","25","4.36941391941392","0","19.666666666666664"
"11","4.535506976683448","0","22.672882672882672","4.841986187187426","0","25","5.236467236467236","0","26.111111111111114","4.993610190978612","0","20"
"12","10.46452523511347","0","93.04812834224599","4.618528401423139","0","25","5.2655677655677655","0","25","4.828368526897938","0","20"
"13","10.20956604566488","0","59.55390729233514","4.599527665317139","0","25","5.294668294668295","0","25","5.376721351905176","0","20"
"14","7.904181568437454","0","45.38461538461539","4.764957264957266","0","25","5.402159244264507","0","25","6.237271646482173","0","30.701754385964914"
"15","9.393156086356608","0","59.11463455122561","4.404615384615385","0","25","5.384615384615385","0","25","6.1362102809471235","0","33.333333333333336"
"16","9.003043559404844","0","57.50132908027644","4.792338217338218","0","25","5.3627403846153845","0","25","5.895344851227205","0","33.333333333333336"
"17","10.525983582995954","0","88.57905982905983","5.138658216783217","0","25","5.3257918552036205","0","25","5.730861244019139","0","33.333333333333336"
"18","6.810081228361263","0","60.56526445978779","4.866096866096866","0","25","5.384615384615385","0","25","5.539160839160839","0","33.333333333333336"
"19","5.794923319923319","0","32.432432432432435","4.668026418026417","0","25","5.259577677224735","0","25","5.519716394716395","0","33.333333333333336"
"20","8.90742122219135","0","32.72727272727273","4.753036437246964","0","25","5.957532051282051","0","25","5.303446553446554","0","33.333333333333336"
"21","7.6695390944767325","0","24.816345270890725","5.472619047619047","0","25","6.3208735214733665","0","25","5.886445050047992","0","34.09090909090909"
"22","6.471506078085026","0","27.272727272727273","6.057303133070397","0","25","6.977564102564102","0","25","7.325849589007484","0","42.42424242424242"
"23","7.932480611708554","0","27.97202797202797","6.69061463046757","0","25","6.905017930425119","0","25","7.214738922404827","0","50"
"24","8.703221864097197","0","28.391409160639927","6.252627806975633","0","25","7.0107905778861666","0","27.941176470588232","7.312937062937064","0","50"
"25","8.302441370484582","0","31.40495867768595","6.546285822021116","0","25","7.2123965189222545","0","30","7.031440781440781","0","50"
"26","13.075166118355526","0","85.21613190730838","6.55972850678733","0","25","7.072115384615384","0","30","6.591325341325342","0","50"
"27","7.913347314804381","0","53.96210264883316","6.437609979889392","0","25","6.662753912753912","0","30","6.670203979027508","0","46.03174603174603"
"28","6.9663936063936065","0","28.444444444444443","6.6871987661461345","0","26.666666666666668","6.650213675213675","0","30","6.2508068854222705","0","33.333333333333336"
"29","9.533008995107986","0","44.921072796934865","6.876666666666665","0","26.666666666666668","6.693589743589745","0","30","6.62670529835331","0","38.23529411764706"
"30","10.202650255597284","0","33.55555555555556","6.248680241327301","0","26.666666666666668","6.696187584345479","0","30","6.467698967698968","0","33.333333333333336"
"31","11.988113415722044","0","39.67422027290448","6.949430961195667","0","28.529411764705884","7.041346153846154","0","30","6.986813898352361","0","33.333333333333336"
"32","11.51238946574566","0","36.813319530710835","7.431660772178013","0","27.586206896551722","7.32051282051282","0","30","8.281184746625923","0","33.333333333333336"
"33","14.058130496391144","0","58.55131796308267","7.4988782051282055","0","26.666666666666668","7.4554945054945065","0","30","8.307828136775505","0","33.333333333333336"
"34","12.256397711566635","0","39.4214980421877","7.421995406554231","0","26.666666666666668","7.620624303232999","0","30","7.994534279602929","0","33.333333333333336"
"35","12.050703569934338","0","71.85868430212322","7.602187028657617","0","26.666666666666668","7.57051282051282","0","30","8.301719114219114","0","33.333333333333336"
"36","16.01732079022983","0","85.56818181818181","7.543363499245852","0","26.666666666666668","7.57051282051282","0","30","8.447552447552448","0","33.333333333333336"
"37","18.048618638859836","0","79.4949494949495","7.4090197566881","0","26.666666666666668","7.544197031039137","0","29.47368421052631","8.079863491628199","0","33.333333333333336"
"38","13.097132305383463","0","46.89691688857429","7.05448717948718","0","26.666666666666668","7.554029304029304","0","29.28571428571429","7.734411421911422","0","33.333333333333336"
"39","11.372839315438934","0","34.84848484848485","7.171703296703297","0","26.666666666666668","7.315750915750916","0","26.78571428571429","7.936951335558147","0","33.333333333333336"
"40","11.217051233094292","0","31.623376623376622","7.653846153846155","0","26.666666666666668","7.6663461538461535","0","26.666666666666668","8.474057381155799","0","35.833333333333336"
"41","15.389760376718773","0","68.09269162210337","7.471554487179487","0","26.666666666666668","7.5427350427350435","0","26.666666666666668","8.201868049391269","0","33.333333333333336"
"42","16.70651642951167","0","85.38927919345876","7.414957264957264","0","26.666666666666668","7.548582995951418","0","26.666666666666668","7.988206968470126","0","33.333333333333336"
"43","12.737946179761504","0","62.02973497091144","7.15426632191338","0","26.666666666666668","7.57051282051282","0","26.666666666666668","8.201825951825953","0","33.333333333333336"
"44","10.931736722059304","0","41.19106699751861","7.562256886560293","0","26.666666666666668","7.653846153846153","0","26.666666666666668","8.097250788427258","0","33.333333333333336"
"45","16.02857951679722","0","86.007326007326","7.234477846546812","0","26.666666666666668","7.460916860916861","0","26.666666666666668","8.819869652406418","0","33.333333333333336"
"46","15.649295931352153","0","71.2815611310235","7.253872863247864","0","27.8125","7.645580296896087","0","26.666666666666668","8.820885382098197","0","33.333333333333336"
"47","13.698858575521546","0","46.42857142857143","7.950167887667886","0","31.42857142857143","7.69957264957265","0","26.666666666666668","9.031994625744627","0","33.333333333333336"
"48","11.614247680424153","0","37.2960372960373","8.255128205128205","0","33.333333333333336","7.788461538461538","0","26.666666666666668","9.052097902097902","0","33.333333333333336"
"49","10.389084662614074","0","42.222222222222214","8.499592999593","0","32.592592592592595","8.089966168091168","0","29.25925925925926","9.692340339399163","0","33.333333333333336"
"50","10.488545781420013","0","38.073524213503","8.324786324786324","0","31.111111111111107","8.02991452991453","0","31.111111111111107","9.747497600438777","0","33.333333333333336"
"51","16.250097981572317","0","100","8.284924226100697","0","31.111111111111107","7.814959550253668","0","30","9.511549366812526","0","33.333333333333336"
"52","15.09840675664205","0","92.40465416936004","7.990515805681248","0","27.34375","7.660678137651823","0","30","8.850030810692576","0","33.333333333333336"
"53","13.292600488603293","0","52.11959211959212","8.513553113553114","0","29.642857142857146","7.784798534798535","0","30","8.383449883449885","0","33.333333333333336"
"54","14.592944659274043","0","66.36363636363636","8.304204374057315","0","26.666666666666668","7.605769230769231","0","30","9.216508981214863","0","33.333333333333336"
"55","14.011006840316771","0","63.24509498598567","8.557692307692308","0","30.76923076923077","7.885369532428356","0","30","9.986072261072263","0","33.333333333333336"
"56","12.080062547252314","0","52.939795247487545","8.85180995475113","0","32.549019607843135","8.684294871794872","0","32.916666666666664","10.262432665373842","0","33.333333333333336"
"57","8.852637362637363","0","41.35531135531135","8.845048629531387","0","33.333333333333336","8.756410256410257","0","33.333333333333336","10.49991674991675","0","33.333333333333336"
"58","13.246204567037898","0","97.12121212121211","9.042540792540793","0","33.333333333333336","8.68387314439946","0","33.333333333333336","9.997239602502761","0","33.333333333333336"
"59","18.050598937693856","0","94.88636363636364","8.910633484162897","0","33.72549019607843","8.714574898785425","0","34.03508771929825","10.021088286713287","0","33.333333333333336"
"60","16.432099456295074","0","53.84615384615385","9.20475113122172","0","39.6078431372549","9.082051282051282","0","40","9.972355422355424","0","33.333333333333336"
"61","13.708069611083062","0","40","9.224358974358974","0","40","9.33974358974359","0","40","10.759198556073557","0","33.333333333333336"
"62","11.624913274582827","0","40","9.372253711201079","0","40","9.33974358974359","0","40","10.624360593110595","0","33.333333333333336"
"63","10.573484584027701","0","36.19047619047619","9.212454212454213","0","40","9.124627310673823","0","40","10.358311623017505","0","33.333333333333336"
"64","10.138244801813062","0","36.36363636363637","8.89102564102564","0","40","9.08974358974359","0","40","10.393856143856144","0","33.333333333333336"
"65","12.873033216783218","0","40.38461538461539","8.680499325236166","0","40","9.08974358974359","0","40","10.491258741258742","0","33.333333333333336"
"66","13.656523089786697","0","40.90909090909091","8.503525641025641","0","40","8.8738344988345","0","40","10.235576923076923","0","33.333333333333336"
"67","11.252873849057957","0","32.417582417582416","8.587995337995338","0","40","8.633699633699633","0","40","10.255568505568506","0","33.333333333333336"
"68","10.651058912597374","0","41.88034188034188","8.800747863247864","0","40","8.455128205128206","0","40","10.036713286713287","0","33.333333333333336"
"69","10.086622364563542","0","34.78345184227537","8.521978021978022","0","39.36507936507937","8.455128205128206","0","40","10.036713286713287","0","33.333333333333336"
"70","14.25929898607038","0","84.22459893048129","8.196581196581196","0","35","8.232905982905983","0","35.55555555555555","10.036713286713287","0","33.333333333333336"
"71","14.376839009003323","0","47.62076677348696","8.426739926739927","0","33.333333333333336","8.121794871794872","0","33.333333333333336","10.596153846153847","0","33.333333333333336"
"72","10.205822175435044","0","55","8.369658119658121","0","33.333333333333336","8.121794871794872","0","33.333333333333336","10.315292346542346","0","33.333333333333336"
"73","16.607354010105432","0","98.35164835164836","8.317948717948719","0","33.333333333333336","8.121794871794872","0","33.333333333333336","10.354209515974222","0","33.333333333333336"
"74","15.726035028160576","0","72.6890756302521","8.304487179487179","0","33.333333333333336","8.198717948717949","0","33.333333333333336","10.59965034965035","0","33.333333333333336"
"75","18.916147522688174","0","94.19191919191918","8.229034690799399","0","32.333333333333336","8.506410256410257","0","33.333333333333336","10.62004662004662","0","33.333333333333336"
"76","15.332233259813032","0","56.666135579913515","8.609810479375698","0","30.76923076923077","8.506410256410257","0","33.333333333333336","10.828984740749448","0","33.333333333333336"
"77","11.125393752337633","0","42.75862068965517","9.025641025641026","0","33.333333333333336","8.508478081058726","0","33.333333333333336","11.096790158371041","0","33.333333333333336"
"78","10.627419867522507","0","37.5","8.809294871794872","0","33.333333333333336","8.121794871794872","0","33.333333333333336","11.19181695497485","0","33.333333333333336"
"79","11.454624289851562","0","39.90384615384615","8.405804843304844","0","30.76923076923077","8.121794871794872","0","33.333333333333336","10.96681742683767","0","33.333333333333336"
"80","12.770937625311356","0","40.76923076923077","8.564102564102566","0","30.76923076923077","8.121794871794872","0","33.333333333333336","11.29574592074592","0","33.333333333333336"
"81","12.952252954538347","0","46.819047619047616","8.71082621082621","0","30.76923076923077","8.207203022420414","0","33.7037037037037","11.331002331002331","0","33.333333333333336"
"82","15.669963986630652","0","63.63636363636363","8.557692307692308","0","30.76923076923077","7.906108597285067","0","30.76923076923077","11.045419492787914","0","41.228070175438596"
"83","14.798741309937833","0","44.095871819802305","8.557692307692308","0","30.76923076923077","7.788461538461538","0","30.76923076923077","11.386363636363637","0","41.666666666666664"
"84","12.960211531995322","0","45.07712956977662","8.546296296296296","0","30.76923076923077","7.788461538461538","0","30.76923076923077","11.647508741258742","0","44.791666666666664"
"85","16.19928383808668","0","98.81656804733728","8.32905982905983","0","30.76923076923077","7.788461538461538","0","30.76923076923077","11.21184697655286","0","33.333333333333336"
"86","14.755982964490238","0","72.98642533936652","8.307692307692308","0","30.76923076923077","7.788461538461538","0","30.76923076923077","11.407925407925408","0","33.333333333333336"
"87","11.6978581831523","0","36.35746606334841","8.335470085470087","0","30.76923076923077","7.774175824175825","0","30.76923076923077","11.665938228438229","0","39.743589743589745"
"88","11.220833333333333","0","37.41258741258741","8.731146304675717","0","30.76923076923077","7.59709843533373","0","30.316742081447963","12.147582036126929","0","49.01960784313726"
"89","16.162032316393397","0","100","8.869208277103015","0","30.76923076923077","7.942684766214178","0","30.76923076923077","12.64403651903652","0","48.888888888888886"
"90","16.967604269657055","0","100","8.892307692307693","0","30.76923076923077","7.98974358974359","0","30.76923076923077","12.602104036314564","0","47.36842105263158"
"91","17.72730725433322","0","95.84946236559139","8.796296296296296","0","32.592592592592595","8.01994301994302","0","30.76923076923077","11.908957399669475","0","40.19607843137255"
"92","17.461565299773486","0","72.6564285387815","8.345441595441596","0","30.76923076923077","7.593406593406594","0","30.76923076923077","11.862470862470863","0","42.42424242424242"
"93","12.660515409896792","0","52.44444444444445","8.631009615384617","0","30.76923076923077","7.741605144081925","0","30.76923076923077","12.226107226107226","0","50"
"94","14.982490789460993","0","72.22222222222221","9.584572006940428","0","30.76923076923077","8.127243589743589","0","30.76923076923077","11.923076923076923","0","50"
"95","12.267824891665324","0","59.14176245210727","9.505531135531134","0","30.76923076923077","8.506410256410257","0","30.76923076923077","11.974592074592076","0","50"
"96","16.50085460116808","0","100","9.12079587079587","0","30.76923076923077","8.615785256410257","0","30.76923076923077","12.301839881609618","0","50"
"97","12.80454233584913","0","73.21266968325793","8.941025641025641","0","30.76923076923077","8.631410256410257","0","30.76923076923077","12.262989203778679","0","50"
"98","11.233053058053057","0","44.888888888888886","9.14102564102564","0","30.76923076923077","8.615785256410257","0","30.76923076923077","12.116258741258742","0","50"
"99","17.52220276617456","0","86.33021390374331","9.27568503197794","0","30.76923076923077","8.51665521978022","0","30.036630036630036","12.175873473928394","0","50"
"100","13.792136021852048","0","55.56670729084522","9.39102564102564","0","30.76923076923077","8.456385118149823","0","30","12.039841737210159","0","50"
"101","15.438824569862717","0","76.6025641025641","9.257692307692308","0","30.76923076923077","8.322555304172951","0","28.47222222222222","11.763188565820146","0","50"
"102","17.541172448968148","0","64.41425241425242","9.769047619047619","0","31.333333333333332","8.489054933714376","0","28.529411764705884","12.03112083994437","0","50"
"103","14.952330945290436","0","57.27777777777778","9.72008547008547","0","30.76923076923077","8.13568376068376","0","26.666666666666668","12.483566433566434","0","50"
"104","15.129451878845112","0","70.85470085470085","9.515460030165913","0","30.76923076923077","8.137419871794872","0","26.666666666666668","12.625874125874127","0","50"
"105","14.708871740262117","0","56.84315684315685","9.882756509794554","0","34.6875","8.537971342383106","0","28.823529411764707","12.540404040404042","0","50"
"106","16.56855991230991","0","52.44755244755245","9.838267914880818","0","30.76923076923077","8.566239316239315","0","28.888888888888893","12.701631701631701","0","50"
"107","16.164102371510378","0","44.05594405594406","9.6209667525457","0","30.76923076923077","8.541360089186174","0","27.391304347826086","12.503496503496503","0","50"
"108","12.711589897976936","0","40.343038197500434","9.663862179487179","0","30.76923076923077","8.505525030525032","0","26.666666666666668","12.241258741258742","0","50"
"109","12.114521800663105","0","51.76767676767677","10.121535633484163","0","30.76923076923077","8.955128205128204","0","26.666666666666668","12.378010878010878","0","50"
"110","13.75862728089958","0","48.00990675990676","10.153508771929825","0","30","8.881643356643355","0","26.666666666666668","12.568181818181818","0","50"
"111","9.933594847470445","0","33.333333333333336","9.84853660593792","0","30","8.915040535444946","0","29.230769230769234","12.822760572760572","0","50"
"112","18.40350657484278","0","92.42424242424242","10.010669542016291","0","30.17543859649123","9.020512820512819","0","30","13.042540792540795","0","50"
"113","19.031429074866942","0","72.0348616900341","9.993240093240093","0","32.12121212121212","8.93783048144103","0","31.76470588235294","12.770859042917866","0","50"
"114","15.345351711145696","0","49.57983193277311","9.714778320234975","0","30","9.161089781678015","0","30.25","12.968466718466718","0","50"
"115","14.117402210284249","0","50.44444444444444","9.783841692495537","0","30","8.869071560248031","0","30","12.94838494838495","0","50"
"116","13.728941378625658","0","48.835530621785885","9.858302808302806","0","30","8.732905982905981","0","30","12.646236116824351","0","50"
"117","10.86301895871274","0","37.60683760683761","9.572021116138762","0","30","8.808201058201057","0","30","12.491258741258742","0","50"
"118","16.98608727454881","0","95.45454545454545","9.39102564102564","0","30","8.658831908831909","0","30","12.491258741258742","0","50"
"119","16.044115874807787","0","67.27810253309144","9.323717948717947","0","30","8.792735042735043","0","30","12.491258741258742","0","50"
"120","11.063054090412765","0","30.128205128205124","9.05818106624558","0","30","8.786630036630036","0","30","12.491258741258742","0","50"
"121","8.638882996727183","0","30","9.111613876319758","0","30","8.409294871794872","0","30","12.491258741258742","0","50"
"122","21.737022946430336","0","74.63396897220426","9.12540064102564","0","30","8.434294871794872","0","30","12.491258741258742","0","50"
"123","20.659700072596717","0","55.7061457061457","9.36080586080586","0","30","8.371794871794872","0","30","12.491258741258742","0","50"
"124","14.422156112706864","0","62.98924731182795","9.107371794871794","0","30","8.441970310391364","0","30","12.491258741258742","0","50"
"125","10.975185189631027","0","41.96078431372549","9.131410256410255","0","30","8.413461538461538","0","30","12.491258741258742","0","50"
"126","13.19680433601486","0","40.833333333333336","9.275641025641026","0","30","8.437767094017094","0","30","12.53073242546927","0","50"
"127","13.014391164391165","0","45.128205128205124","9.275641025641026","0","30","8.371794871794872","0","30","12.741258741258742","0","50"
"128","19.78271605623227","0","91.32575757575756","9.275641025641026","0","30","8.371794871794872","0","30","12.803758741258742","0","50"
"129","17.41847786107219","0","45.59373370844621","9.412374084249084","0","30","8.469834087481145","0","30","13.168479668479668","0","50"
"130","13.98597588321507","0","55.00268961807423","9.6438127090301","0","30","8.65967365967366","0","32.42424242424242","14.177972027972027","0","50"
"131","10.894384642749845","0","45.84005737851892","9.500641025641025","0","30","8.371794871794872","0","30","13.342074592074592","0","50"
"132","15.803764758395548","0","100","9.516616961469902","0","30","8.52179487179487","0","30","13.390381548276284","0","50"
"133","14.956312198717782","0","100","9.44460982773676","0","30","8.594017094017094","0","30","13.026307760866583","0","50"
"134","22.31804917889383","0","94.22222222222223","8.967745217745216","0","30","8.621794871794872","0","30","12.838480963480965","0","50"
"135","16.671198796502843","0","64.24372759856631","8.955840455840455","0","30","8.621794871794872","0","30","12.824592074592076","0","50"
"136","12.338082440500193","0","56.77447552447552","8.786858974358974","0","30","8.621794871794872","0","30","12.854003839297956","0","50"
"137","15.809571850200863","0","100","8.97118437118437","0","30","8.739441930618401","0","30","12.824592074592076","0","50"
"138","16.72644577644578","0","100","9.376555944055944","0","30","8.968461538461538","0","30","12.843822843822844","0","50"
"139","15.063111150260605","0","82.1156621156621","8.878984042777146","0","30.793650793650794","8.559806567701305","0","30","12.824592074592076","0","50"
"140","13.210242237541086","0","59.55128205128205","8.730135249366018","0","30","8.410631035631036","0","30","12.717449217449218","0","50"
"141","16.123589653647894","0","93.34893048128342","8.902496626180838","0","32.280701754385966","8.423076923076923","0","30","12.805361305361306","0","50"
"142","13.700537687845449","0","56.93497537634749","8.89102564102564","0","33.333333333333336","8.088966588966588","0","30","12.659957928250611","0","50"
"143","11.592874338273676","0","37.91208791208791","9.191679235796883","0","31.111111111111107","8.402078619909503","0","30","12.574592074592076","0","50"
"144","15.392301869749295","0","82.15350095381055","9.053418803418804","0","30.76923076923077","8.452488687782807","0","30.76923076923077","12.574592074592076","0","50"
"145","11.269805572482392","0","42.52565358634559","9.044645550527903","0","30","8.810721329952099","0","30.76923076923077","12.53014763014763","0","50"
"146","17.365202420499877","0","99.44444444444444","9.375145687645688","0","30.28846153846154","9.47168017848165","0","30.76923076923077","12.58784965034965","0","50"
"147","19.37036845563899","0","81.37164750957854","9.124358974358975","0","30.76923076923077","9.426923076923078","0","30.76923076923077","13.366766274661012","0","50"
"148","20.189699361575133","0","84.64521374738092","8.986555653797033","0","30.76923076923077","9.030446440932376","0","30.76923076923077","13.282439782439784","0","50"
"149","14.690294054818219","0","59.333333333333336","9.74384411884412","0","38.7962962962963","9.346581196581196","0","32.44444444444444","13.101252913752912","0","50"
"150","14.045214682762545","0","64.35897435897435","9.542918192918192","0","33.666666666666664","9.464555052790347","0","36.568627450980394","13.093577475156422","0","50"
"151","13.096292446292447","0","61.33333333333333","10.088141025641026","0","39.583333333333336","9.847888386123682","0","42.470588235294116","13.715832413200834","0","50"
"152","15.908122477641195","0","49.761904761904766","10.570060331825037","0","43.529411764705884","10.447802197802197","0","46.904761904761905","14.184083241320081","0","50"
"153","19.0888936317078","0","82.82539682539682","10.955163817663816","0","44.81481481481481","10.883918617614269","0","49.166666666666664","15.312628547922662","0","50"
"154","18.70178681170756","0","90.38314176245211","10.335999227193557","0","41.48148148148148","10.031318681318682","0","45.333333333333336","14.33507939428992","0","50"
"155","13.74931810232556","0","63.088122605363985","10.177814938684504","0","39.710144927536234","9.891910835409288","0","43.64407751404656","13.460507328928381","0","50"
"156","16.7251660547643","0","77.54010695187165","10.007122507122507","0","36.2962962962963","10.008547008547009","0","40.55555555555556","14.9248139680832","0","50"
"157","13.494284393308977","0","49.38050455291834","10.082546108861898","0","34.3859649122807","10.036324786324785","0","40","14.873795648795646","0","50"
"158","12.35981615277281","0","43.7037037037037","10.508418482102693","0","38.62990810359232","10.116515837104073","0","40","14.777389277389275","0","50"
"159","14.80598568098568","0","44.80519480519481","10.219571364308205","0","32.06349206349206","10.275894062078272","0","40","14.840836247086244","0","50"
"160","14.444914308966414","0","39.03133903133903","10.00432737197443","0","30.76923076923077","10.46339406207827","0","38.94736842105263","14.549864024864025","0","50"
"161","10.410774732513861","0","30.666666666666668","9.91025641025641","0","30.76923076923077","9.965628815628815","0","32.38095238095238","14.239510489510488","0","50"
"162","18.90446855696166","0","99.25925925925927","9.91025641025641","0","30.76923076923077","9.872507122507121","0","30.76923076923077","14.274864024864021","0","50"
"163","18.23406855169659","0","88.15900383141762","10.06417797888386","0","30.76923076923077","9.807387057387057","0","33.333333333333336","14.584805545331857","0","50"
"164","17.95647899319007","0","59.3053613053613","10.19775641025641","0","30.76923076923077","10.155448717948719","0","33.333333333333336","14.497086247086244","0","50"
"165","22.432152533032298","0","97.65151515151516","10.578774928774928","0","32.44444444444444","10.497863247863247","0","33.333333333333336","14.69676573426573","0","50"
"166","20.415417704197104","0","72.98307752853208","10.493589743589743","0","33.333333333333336","10.400641025641026","0","33.333333333333336","14.881701631701628","0","50"
"167","15.750674785324787","0","40.70725758977378","10.903846153846153","0","33.333333333333336","10.606227106227106","0","33.333333333333336","14.831405773713465","0","50"
"168","14.327795248847877","0","51.04895104895105","11.056089743589743","0","31.25","10.391025641025642","0","33.333333333333336","14.976661410484937","0","50"
"169","17.589604404310286","0","86.71062271062273","10.976923076923075","0","30.76923076923077","10.391025641025642","0","33.333333333333336","14.700706156588506","0","50"
"170","19.945716161233403","0","73.14176245210727","10.58554376657825","0","30.76923076923077","10.717948717948719","0","33.333333333333336","14.994201631701632","0","50"
"171","19.140589189782737","0","49.89247311827957","10.705451955451956","0","30.76923076923077","10.564658251964754","0","33.333333333333336","15.169386613894622","0","50"
"172","14.322506907935509","0","45.91794871794871","10.433411569896395","0","31.73076923076923","10.294534412955466","0","33.333333333333336","14.802945160899705","0","50"
"173","15.617738867738868","0","97.72727272727273","10.132928475033738","0","30.76923076923077","9.604001184503902","0","30.76923076923077","14.497086247086244","0","50"
"174","20.82240907240907","0","100","10.047619047619047","0","30.76923076923077","9.39102564102564","0","30.76923076923077","14.670792055167055","0","50"
"175","21.50224466152462","0","91.70454545454547","10.357371794871794","0","30.76923076923077","9.432855706385118","0","30.76923076923077","15.01829836829837","0","50"
"176","15.880056144572274","0","68.27960927960928","10.532051282051281","0","33.333333333333336","9.361089480514924","0","30.76923076923077","14.781808469308467","0","50"
"177","15.302918855502313","0","48.34954317712938","10.184418145956606","0","33.333333333333336","9.225477421129595","0","31.42857142857143","14.317086247086246","0","50"
"178","14.421061696923763","0","40","9.858974358974358","0","33.333333333333336","9.1003256003256","0","30.76923076923077","13.850965737478896","0","50"
"179","17.705186411317193","0","83.25534759358288","9.940323565323565","0","30.793650793650794","9.134188034188034","0","30.76923076923077","13.330419580419582","0","50"
"180","14.877476553947142","0","54.43352943352943","9.85897435897436","0","30.76923076923077","9.110576923076923","0","30.76923076923077","13.342919580419581","0","50"
"181","12.365839691421087","0","38.82063882063882","9.658974358974358","0","30.76923076923077","9.230094466936574","0","30.76923076923077","13.520895770895772","0","50"
"182","17.95123969168087","0","96.15384615384616","9.525641025641026","0","30.76923076923077","9.223076923076924","0","30.76923076923077","13.875716851374747","0","50"
"183","17.571258314180515","0","72.06205559146734","9.407297830374754","0","30.76923076923077","9.08974358974359","0","30.76923076923077","13.343100739839873","0","50"
"184","14.03728597832849","0","42.332347140039445","9.26923076923077","0","30.76923076923077","9.08974358974359","0","30.76923076923077","13.080419580419582","0","50"
"185","15.500283507491744","0","83.7852206273259","9.907051282051281","0","30.76923076923077","9.117216117216117","0","30.76923076923077","13.752233305909778","0","50"
"186","12.589234557017262","0","59.27160422725833","10.028137327416173","0","30.76923076923077","9.361711045364892","0","30.76923076923077","14.001611133964076","0","50"
"187","17.85166149210267","0","96.48420479302831","10.77980006105006","0","33.333333333333336","10.001648351648353","0","30.76923076923077","14.30727143227143","0","50"
"188","20.575262638253953","0","87.85009861932939","10.756230806230805","0","30.76923076923077","10.081501831501832","0","32.142857142857146","14.334805545331857","0","50"
"189","16.399947960779226","0","57.134404057480985","10.35169968919969","0","30.76923076923077","10.15491452991453","0","33.61111111111111","14.247086247086244","0","50"
"190","14.473927972859645","0","63.98465171192444","10.342650165926027","0","30.76923076923077","10.005827505827506","0","30.76923076923077","14.247086247086244","0","50"
"191","12.434799672377313","0","34.39393939393939","10.095571095571096","0","30.76923076923077","10.224358974358974","0","35","14.547433469308467","0","50"
"192","17.44854728604729","0","76.4423076923077","10.233479020979022","0","30.76923076923077","10.557692307692308","0","35","15.15478372676515","0","50"
"193","21.182372432372436","0","85.07936507936508","10.304530028794735","0","30.76923076923077","10.579059829059828","0","35","15.732816525579683","0","50"
"194","18.614260087726116","0","73.73371647509579","10.22008547008547","0","30.76923076923077","10.79180602006689","0","35","15.680843923877976","0","50"
"195","12.982574640619053","0","37.90133779264214","9.777777777777779","0","30.76923076923077","10.856837606837608","0","35","15.458469308469308","0","50"
"196","10.225874125874125","0","30","9.871916971916972","0","30.76923076923077","10.757692307692308","0","35","15.345563427800267","0","50"
"197","13.612048305230122","0","30","10.126532887402453","0","30.76923076923077","10.643162393162395","0","35","15.598498560263263","0","50"
"198","18.0073122713857","0","43.333333333333336","9.660987404408457","0","30.76923076923077","10.907326007326008","0","35","15.278955419580418","0","50"